user_id,video1,video2,video3,video4
bb9b8bc6-85af-4b7f-8b54-093334b6dfcd,scenecliptest00469.avi,sceneclipautoautotrain00447.avi,sceneclipautoautotrain00393.avi,
39ab3220-f9d7-4047-8999-28c28650fb93,scenecliptest00366.avi,scenecliptest00430.avi,,
e5d82812-aa7f-46a4-836c-18551792cb25,sceneclipautoautotrain00018.avi,sceneclipautoautotrain00479.avi,sceneclipautoautotrain00467.avi,sceneclipautoautotrain00495.avi
391e9bc1-f91d-4eee-adc9-ee0f2e581072,scenecliptest00508.avi,,,
a46f9c99-cd3a-4259-a5f2-c9bca831c1c2,scenecliptest00173.avi,,,
02281654-5d98-4832-b527-2b02be4f9be5,scenecliptest00070.avi,,,
659907d7-7eef-4eca-8086-c0b9f161190f,sceneclipautoautotrain00430.avi,,,
6f6abbf5-8066-427a-bcc0-ec288cd2c4e9,sceneclipautoautotrain00044.avi,,,
20467e95-ef9b-4a23-b3d2-673fb131613a,scenecliptest00432.avi,sceneclipautoautotrain00208.avi,scenecliptest00245.avi,
e76e6e0b-f1b3-46ef-9a34-fac15a3c5ca0,scenecliptest00072.avi,scenecliptest00558.avi,scenecliptest00232.avi,sceneclipautoautotrain00071.avi
1687e005-aa46-479f-9259-d9ab54130748,sceneclipautoautotrain00465.avi,,,
204fbeb4-d995-4e3c-b51d-f7a69b34f3f6,sceneclipautoautotrain00560.avi,sceneclipautoautotrain00439.avi,sceneclipautoautotrain00384.avi,scenecliptest00296.avi
3e55d59c-1f63-4c0e-9cd7-1f4d5c4f4416,scenecliptest00211.avi,sceneclipautoautotrain00321.avi,,
a746bf1f-87c7-4c9e-90a3-ed32d044d47e,scenecliptest00450.avi,sceneclipautoautotrain00356.avi,scenecliptest00359.avi,
b4578c69-e667-484a-a350-e3fe996be1e8,scenecliptest00239.avi,sceneclipautoautotrain00310.avi,sceneclipautoautotrain00177.avi,scenecliptest00018.avi
7bfbdae4-5ee3-4b52-be2d-243cc548e21d,scenecliptest00063.avi,sceneclipautoautotrain00364.avi,scenecliptest00418.avi,
57e4105d-b7ac-46a9-9264-01bfe2dfafb4,sceneclipautoautotrain00288.avi,scenecliptest00461.avi,scenecliptest00453.avi,
14675b47-61cc-49ed-af62-d5dca366645e,sceneclipautoautotrain00416.avi,scenecliptest00154.avi,scenecliptest00485.avi,
58d29bca-98b8-4596-a5d7-5e5e55f6ae24,sceneclipautoautotrain00412.avi,sceneclipautoautotrain00430.avi,scenecliptest00267.avi,
8e5e94b7-701a-4b75-be4c-2c21fe3a0bca,sceneclipautoautotrain00349.avi,sceneclipautoautotrain00425.avi,scenecliptest00293.avi,sceneclipautoautotrain00098.avi
6d2cb88f-1a50-4993-8ae6-a9a7f8b06b79,sceneclipautoautotrain00471.avi,scenecliptest00294.avi,sceneclipautoautotrain00162.avi,scenecliptest00577.avi
b87e1c5d-7237-405e-b1ea-2b88403da41b,sceneclipautoautotrain00361.avi,scenecliptest00309.avi,scenecliptest00200.avi,
8510bb57-4b13-4aa3-bbba-833d504b777a,sceneclipautoautotrain00094.avi,scenecliptest00015.avi,scenecliptest00247.avi,
7213158e-6f72-40ad-ba19-ee89da49606d,scenecliptest00374.avi,scenecliptest00290.avi,scenecliptest00456.avi,sceneclipautoautotrain00062.avi
9f63633e-4df9-4b7d-ba47-80827cd5ba21,scenecliptest00476.avi,sceneclipautoautotrain00076.avi,scenecliptest00032.avi,
0ca24c2a-f330-41f9-a48e-7f468679bd8f,sceneclipautoautotrain00255.avi,,,
c21d4214-3cfc-4622-88a3-f5c40b7fd32f,sceneclipautoautotrain00092.avi,sceneclipautoautotrain00149.avi,sceneclipautoautotrain00045.avi,
8ffb7401-b1de-4f56-87d0-3dd119711f96,sceneclipautoautotrain00146.avi,sceneclipautoautotrain00057.avi,scenecliptest00101.avi,
3e00df1a-1d55-4d2a-ad8f-fec1df7686f6,scenecliptest00577.avi,sceneclipautoautotrain00442.avi,sceneclipautoautotrain00014.avi,sceneclipautoautotrain00082.avi
2a1db965-359c-4faa-9de7-584afb28ea3d,scenecliptest00362.avi,scenecliptest00040.avi,sceneclipautoautotrain00432.avi,sceneclipautoautotrain00516.avi
d1c82630-74c1-40da-9d08-8ca268663662,scenecliptest00237.avi,scenecliptest00046.avi,,
46ee57b3-c038-43da-b029-da22f2b7392a,scenecliptest00547.avi,,,
d4d039a8-d9cf-4f86-b701-4f5104eb374d,scenecliptest00120.avi,,,
9aa407a5-4cef-4a48-9846-f5c6cd5b5b5b,scenecliptest00569.avi,sceneclipautoautotrain00511.avi,sceneclipautoautotrain00206.avi,
7aa313fe-a9c4-41b2-ad58-e144bda179e5,sceneclipautoautotrain00279.avi,,,
cad61775-c035-4fec-a4e8-ed14fda686e7,scenecliptest00419.avi,scenecliptest00036.avi,scenecliptest00549.avi,scenecliptest00053.avi
adc54ae6-e53b-4a77-b74d-a8b8bead172d,sceneclipautoautotrain00098.avi,scenecliptest00067.avi,sceneclipautoautotrain00266.avi,
d30c092b-8d94-4162-8de0-4d8f5ffc0906,sceneclipautoautotrain00246.avi,scenecliptest00446.avi,scenecliptest00242.avi,sceneclipautoautotrain00207.avi
94dc1b99-4884-46cb-b396-5112d8b96398,scenecliptest00395.avi,,,
5420525b-8600-4602-9fdb-fde8ecd1eacc,sceneclipautoautotrain00531.avi,sceneclipautoautotrain00426.avi,sceneclipautoautotrain00412.avi,scenecliptest00161.avi
77f9306b-9d41-490c-8919-fb6d0e17e7ad,sceneclipautoautotrain00446.avi,,,
470280f0-7918-4ce7-aa98-b2bf626c891d,sceneclipautoautotrain00390.avi,sceneclipautoautotrain00119.avi,sceneclipautoautotrain00177.avi,scenecliptest00252.avi
72f2766a-39c1-41e7-ba01-b4f715310fb2,sceneclipautoautotrain00246.avi,sceneclipautoautotrain00472.avi,sceneclipautoautotrain00312.avi,
b47be960-ec65-4d1e-9070-e13ea0940766,scenecliptest00133.avi,,,
b98e981d-f860-4158-aa2f-7c271abc516c,scenecliptest00441.avi,scenecliptest00396.avi,,
ea9787ab-7f2a-4c30-a1d6-f9e09c174327,scenecliptest00530.avi,scenecliptest00284.avi,sceneclipautoautotrain00089.avi,
b66b581b-92bb-4cdc-826c-40d7080c81bf,sceneclipautoautotrain00316.avi,scenecliptest00190.avi,sceneclipautoautotrain00457.avi,
910c109a-5e11-4e82-bd1f-b4773a0186ac,sceneclipautoautotrain00086.avi,scenecliptest00036.avi,,
bb29527a-389f-4b07-815e-23980cd02b6f,scenecliptest00569.avi,sceneclipautoautotrain00433.avi,,
51a9c104-ba18-4493-a9ff-94c0ba49cef9,scenecliptest00033.avi,,,
a69b1631-cef2-460c-8d4b-b67ac723c868,scenecliptest00181.avi,,,
497f2b22-5872-4940-8b8d-4bf3df2d4128,scenecliptest00507.avi,sceneclipautoautotrain00312.avi,scenecliptest00401.avi,
468e7c38-292c-40ea-bed1-008093332404,scenecliptest00100.avi,,,
fb629775-3499-4b34-83b7-7c7737579432,sceneclipautoautotrain00504.avi,sceneclipautoautotrain00008.avi,,
de914c91-2dde-4c8f-9d3c-d52817f293cf,scenecliptest00002.avi,,,
1de0331e-72ad-46a5-80da-3cd32563f10a,sceneclipautoautotrain00093.avi,sceneclipautoautotrain00312.avi,sceneclipautoautotrain00266.avi,
14b2a7dc-26f2-4645-8c20-f1a0cf2140c0,scenecliptest00230.avi,,,
0ea833fd-d626-4a06-8aad-390613e84494,scenecliptest00490.avi,,,
bed12fe5-a73d-48d2-9416-b90a13d8afe1,scenecliptest00427.avi,,,
8924239d-6766-4562-9982-7300e0a30b4e,scenecliptest00104.avi,sceneclipautoautotrain00022.avi,sceneclipautoautotrain00335.avi,
65c65d6d-de4f-4d45-a6b8-818b79314cbe,sceneclipautoautotrain00521.avi,scenecliptest00565.avi,sceneclipautoautotrain00185.avi,sceneclipautoautotrain00372.avi
a47d1c55-fb71-48cc-86d2-f7dec38478d6,scenecliptest00185.avi,scenecliptest00505.avi,sceneclipautoautotrain00349.avi,scenecliptest00001.avi
d07cb378-005f-4c1f-9452-6e66f3906c2d,sceneclipautoautotrain00436.avi,scenecliptest00435.avi,sceneclipautoautotrain00179.avi,scenecliptest00496.avi
aa436440-9dca-4d9d-9769-8ff226be1f22,sceneclipautoautotrain00562.avi,scenecliptest00422.avi,sceneclipautoautotrain00274.avi,
5e75ce0f-86bd-4ea8-a2d8-a3c841ce7e0a,sceneclipautoautotrain00224.avi,,,
14953693-96eb-4783-a88b-778a70eafb56,scenecliptest00378.avi,sceneclipautoautotrain00316.avi,,
a01bf4a7-7d18-4cab-ba57-a732582f9f92,sceneclipautoautotrain00246.avi,sceneclipautoautotrain00175.avi,,
447205d6-b8ca-40cc-8bce-0f998d303092,sceneclipautoautotrain00244.avi,,,
54133434-cca6-4361-ac15-63cbf104443b,sceneclipautoautotrain00527.avi,,,
28653b99-de99-4f67-937c-3200877edaac,sceneclipautoautotrain00136.avi,sceneclipautoautotrain00420.avi,,
63e6a9b2-bbef-4f82-96b8-97164ea7fcb2,sceneclipautoautotrain00096.avi,sceneclipautoautotrain00202.avi,scenecliptest00232.avi,
f30de3e9-2fd2-4ac5-a9a6-b0f10d96e768,sceneclipautoautotrain00483.avi,,,
6414e058-0612-45b3-9586-948583a08fa3,sceneclipautoautotrain00401.avi,,,
ceea9397-2cfe-4edc-88dc-ab8a67ed53ad,scenecliptest00232.avi,sceneclipautoautotrain00500.avi,sceneclipautoautotrain00459.avi,sceneclipautoautotrain00198.avi
b9c64ec7-e9db-4c09-81f7-34c3a7538af7,sceneclipautoautotrain00534.avi,sceneclipautoautotrain00472.avi,sceneclipautoautotrain00507.avi,sceneclipautoautotrain00097.avi
f43eba04-80f9-48c8-acc5-602c4dfbfcd5,scenecliptest00300.avi,scenecliptest00209.avi,sceneclipautoautotrain00538.avi,scenecliptest00442.avi
cda3a24f-931e-4bb6-bdab-fef336db4b13,sceneclipautoautotrain00345.avi,scenecliptest00444.avi,sceneclipautoautotrain00254.avi,sceneclipautoautotrain00125.avi
52669002-f23a-4de5-b954-c11bac8abe0d,scenecliptest00368.avi,sceneclipautoautotrain00176.avi,scenecliptest00021.avi,
a58bd38a-1960-4306-9b4b-586ef0a83d5d,sceneclipautoautotrain00096.avi,,,
a78c1e01-6724-4cb6-b9d8-fda691e4ba56,scenecliptest00192.avi,sceneclipautoautotrain00559.avi,,
ea8dbe04-bcc5-4dd1-936f-5b80ba3af60b,sceneclipautoautotrain00339.avi,sceneclipautoautotrain00296.avi,scenecliptest00235.avi,sceneclipautoautotrain00105.avi
5374e2fd-c721-470b-8657-7fd9325057bd,sceneclipautoautotrain00042.avi,,,
5106a007-f518-4384-a2b0-67fc1b9398f8,scenecliptest00132.avi,scenecliptest00165.avi,scenecliptest00068.avi,sceneclipautoautotrain00227.avi
c7f5b4d9-8275-4266-bcb6-d86b30331ace,sceneclipautoautotrain00045.avi,,,
a6397b40-e9d0-4d2a-9b50-ec431f292226,scenecliptest00570.avi,,,
c9fb4c3b-cf92-47b8-985f-f08bdfc01f7d,scenecliptest00145.avi,,,
1013b13e-391a-43ad-9039-5fe02c4c4dc8,sceneclipautoautotrain00408.avi,,,
8407f7e3-986e-4290-83b0-f76a418600b9,sceneclipautoautotrain00057.avi,scenecliptest00564.avi,,
2543f5c3-38e3-404d-986b-4ff719338bea,scenecliptest00367.avi,scenecliptest00039.avi,scenecliptest00192.avi,
fb5e121b-275a-4b06-a75b-db5490ee22a1,scenecliptest00360.avi,scenecliptest00150.avi,scenecliptest00159.avi,scenecliptest00206.avi
e0ddc210-d47d-43e1-9ceb-cf19ffe8428b,scenecliptest00131.avi,sceneclipautoautotrain00089.avi,,
9fef8517-4647-4387-bc7e-d3094f8e8ada,sceneclipautoautotrain00336.avi,sceneclipautoautotrain00043.avi,sceneclipautoautotrain00008.avi,scenecliptest00333.avi
4f3a0c8e-bac7-4eea-a8f7-23f41a131cf3,scenecliptest00375.avi,sceneclipautoautotrain00320.avi,scenecliptest00284.avi,scenecliptest00571.avi
8dbaa7d3-b816-4309-b737-486dba309355,scenecliptest00499.avi,,,
af6ebe80-23de-4d7f-8148-94f5944544f4,scenecliptest00172.avi,scenecliptest00349.avi,,
0cd2db0f-8bd4-45d6-a5c8-312f791e1426,sceneclipautoautotrain00072.avi,sceneclipautoautotrain00195.avi,scenecliptest00218.avi,
60229e84-cd84-4c64-b14b-6277362edebd,sceneclipautoautotrain00254.avi,scenecliptest00278.avi,,
6f3ebf8a-9cea-46a6-a346-10393680897d,scenecliptest00131.avi,scenecliptest00548.avi,sceneclipautoautotrain00276.avi,sceneclipautoautotrain00062.avi
7f8a8472-bd1d-46b1-853d-faea2ebe6654,scenecliptest00493.avi,,,
ccd59582-30ff-4567-98a1-869465980ec0,sceneclipautoautotrain00548.avi,sceneclipautoautotrain00369.avi,sceneclipautoautotrain00070.avi,
87dab037-d533-478f-bed3-bc88eec431b3,sceneclipautoautotrain00292.avi,scenecliptest00566.avi,sceneclipautoautotrain00109.avi,sceneclipautoautotrain00039.avi
22fab632-e814-4557-a283-057402e08903,scenecliptest00357.avi,,,
c029876e-af50-46e1-a83b-c20eaf0e5923,sceneclipautoautotrain00347.avi,,,
cd80073a-ebe0-4d49-b857-e838d572c02c,sceneclipautoautotrain00331.avi,scenecliptest00293.avi,scenecliptest00424.avi,sceneclipautoautotrain00570.avi
c1199e39-23f1-4aab-9e17-01307e93301d,scenecliptest00563.avi,,,
07434528-e0d4-433d-983d-f8d6eff93e95,scenecliptest00565.avi,,,
403e2ab7-1044-4db0-ba4b-4246a7095365,sceneclipautoautotrain00504.avi,sceneclipautoautotrain00086.avi,,
1188f69c-e185-4a48-bdf4-db213bb59b12,scenecliptest00470.avi,sceneclipautoautotrain00487.avi,sceneclipautoautotrain00331.avi,sceneclipautoautotrain00092.avi
37e75134-ac29-4f38-b818-785d07e58f64,sceneclipautoautotrain00427.avi,sceneclipautoautotrain00560.avi,sceneclipautoautotrain00363.avi,scenecliptest00081.avi
60bafb49-03b2-43dd-b83a-4a9b14d32c52,scenecliptest00193.avi,sceneclipautoautotrain00412.avi,scenecliptest00511.avi,
863be568-e2ee-42ed-b7f6-fa26beb3d7d1,sceneclipautoautotrain00401.avi,sceneclipautoautotrain00415.avi,scenecliptest00085.avi,scenecliptest00232.avi
e7d74644-4a8a-42cb-a9cb-d72431961748,sceneclipautoautotrain00178.avi,scenecliptest00202.avi,,
f773a105-80c9-49d1-bde4-dd466a9ae181,sceneclipautoautotrain00287.avi,scenecliptest00555.avi,sceneclipautoautotrain00069.avi,
fdbff0ca-3f5d-4bad-8525-8fece007309a,sceneclipautoautotrain00512.avi,,,
c1f5225f-6932-4677-a1cd-825f5d0e485e,sceneclipautoautotrain00377.avi,,,
b9e5d3e8-1dc9-439e-8951-29c175d27baa,sceneclipautoautotrain00468.avi,,,
46a4b663-1528-4da3-b7a8-61ce801ea48e,sceneclipautoautotrain00069.avi,scenecliptest00492.avi,sceneclipautoautotrain00438.avi,scenecliptest00251.avi
7460ab88-fbcb-490c-8800-32c5aec0053f,sceneclipautoautotrain00465.avi,scenecliptest00002.avi,scenecliptest00479.avi,
2b3a2027-4d01-48b2-845b-e1c53271cc84,sceneclipautoautotrain00182.avi,,,
e2334016-da05-4cd7-b903-ebed85181b3f,scenecliptest00573.avi,scenecliptest00224.avi,scenecliptest00199.avi,
2ade56fc-86cd-4a6f-adc5-9f570c6a1926,sceneclipautoautotrain00545.avi,scenecliptest00458.avi,,
c441e1e6-2ee7-4313-8f5f-8c756175c356,scenecliptest00453.avi,sceneclipautoautotrain00204.avi,sceneclipautoautotrain00525.avi,sceneclipautoautotrain00510.avi
bcb690cc-81c7-47a6-87db-680fa5e2b492,sceneclipautoautotrain00249.avi,sceneclipautoautotrain00148.avi,,
2405b6a1-1270-4b4a-ad1f-c261c7caf977,scenecliptest00100.avi,scenecliptest00522.avi,,
25c927cb-00ab-4c5b-9f26-ac431bf0c40c,sceneclipautoautotrain00452.avi,scenecliptest00269.avi,,
6a505013-1eb4-4a97-9aba-1d7b2f8f8cf4,sceneclipautoautotrain00518.avi,sceneclipautoautotrain00396.avi,,
4affcc6a-6818-4023-9e96-1ab9f23e62e9,sceneclipautoautotrain00078.avi,scenecliptest00195.avi,scenecliptest00040.avi,sceneclipautoautotrain00347.avi
9aaf1ce6-9dd4-4f11-a4b5-f453957a16b5,sceneclipautoautotrain00023.avi,,,
f0fdb93b-405a-4fa0-ba66-7882fff28a75,sceneclipautoautotrain00395.avi,sceneclipautoautotrain00230.avi,,
161c315a-b807-4d78-9a28-62f3d87e42fe,sceneclipautoautotrain00244.avi,scenecliptest00450.avi,scenecliptest00092.avi,scenecliptest00357.avi
9175328d-2a01-4d86-aa40-f747a906e778,scenecliptest00038.avi,scenecliptest00186.avi,,
41ea5c04-12e5-4875-849b-fcd1118f9c67,sceneclipautoautotrain00568.avi,,,
310af3b2-faac-4ae4-b0a6-deb8681fcf8c,scenecliptest00089.avi,,,
2cf7bcda-3935-434c-9cb5-753ce70c5af4,sceneclipautoautotrain00362.avi,sceneclipautoautotrain00261.avi,scenecliptest00403.avi,sceneclipautoautotrain00501.avi
71fb4536-a5ed-4ccc-9997-b99d91b54fc7,scenecliptest00375.avi,scenecliptest00296.avi,sceneclipautoautotrain00145.avi,sceneclipautoautotrain00065.avi
1490d99b-b1c4-46ad-92df-7a4c7bafda3a,scenecliptest00267.avi,sceneclipautoautotrain00168.avi,,
9ec92cf3-4eef-4bbe-a546-dc0ec55d01f0,sceneclipautoautotrain00002.avi,scenecliptest00193.avi,sceneclipautoautotrain00180.avi,sceneclipautoautotrain00214.avi
a3bdb06d-bd39-4786-9a11-e4433839a92f,scenecliptest00062.avi,,,
315c166c-cdd0-4e50-b468-4e9eea7d0fb1,scenecliptest00015.avi,scenecliptest00524.avi,sceneclipautoautotrain00420.avi,sceneclipautoautotrain00320.avi
dbebf82a-bad3-4f3f-bb5a-0828448fc3d7,sceneclipautoautotrain00020.avi,,,
00bd0632-c4fa-41db-b14d-b3deb812eb43,sceneclipautoautotrain00352.avi,scenecliptest00239.avi,sceneclipautoautotrain00016.avi,
3e4c2ee9-b90f-4597-9ad3-8566fd6a94fe,scenecliptest00533.avi,,,
a3fa74f0-0858-457e-8393-713534fde80f,scenecliptest00494.avi,sceneclipautoautotrain00570.avi,,
b6496618-e7be-4d2e-b46f-6ce0bf755318,scenecliptest00204.avi,sceneclipautoautotrain00362.avi,,
7b46b859-0752-4d13-99dc-51a5bfbd539a,scenecliptest00574.avi,sceneclipautoautotrain00481.avi,sceneclipautoautotrain00401.avi,scenecliptest00388.avi
59484e9d-43b4-41dc-ad92-8113ef59e1e6,scenecliptest00424.avi,sceneclipautoautotrain00043.avi,,
fcd09c57-08c8-433c-9321-8e005856522c,sceneclipautoautotrain00499.avi,scenecliptest00537.avi,scenecliptest00434.avi,scenecliptest00231.avi
f6abd18a-421b-4957-96dd-438f75fa9bda,sceneclipautoautotrain00467.avi,scenecliptest00147.avi,sceneclipautoautotrain00026.avi,
4692da38-3a2f-43b9-b71b-8ada78013f6c,scenecliptest00316.avi,sceneclipautoautotrain00544.avi,,
8415ec12-4d7c-46aa-ba0f-01cf9993dcb7,sceneclipautoautotrain00345.avi,scenecliptest00188.avi,,
fa2c691b-a640-4057-885a-07f4da3b65b4,sceneclipautoautotrain00410.avi,sceneclipautoautotrain00266.avi,sceneclipautoautotrain00555.avi,sceneclipautoautotrain00502.avi
ef1dcc6d-46cc-4506-bde3-e1d168fd884d,scenecliptest00406.avi,scenecliptest00486.avi,sceneclipautoautotrain00058.avi,sceneclipautoautotrain00286.avi
734f34d6-99bc-4f47-85cb-7c3b4091edf6,sceneclipautoautotrain00053.avi,sceneclipautoautotrain00007.avi,,
857cb7cc-6736-49cf-b512-8113ca13484a,scenecliptest00250.avi,sceneclipautoautotrain00534.avi,scenecliptest00131.avi,
5cc7e724-0d72-4fa1-ac0c-3f61792bb663,scenecliptest00061.avi,sceneclipautoautotrain00382.avi,,
c2651445-eca0-4c16-8a77-5310da7e8ebc,scenecliptest00138.avi,scenecliptest00414.avi,scenecliptest00550.avi,
ae97b854-abf6-4401-98d7-5fc8fa7c61da,scenecliptest00021.avi,,,
d83a446d-fd5c-4d2a-9484-3a6cc012fa62,sceneclipautoautotrain00336.avi,sceneclipautoautotrain00188.avi,,
85b8f2ea-ef56-4ebc-98d9-7170d02ba2c4,scenecliptest00275.avi,scenecliptest00134.avi,sceneclipautoautotrain00236.avi,scenecliptest00057.avi
bb15a9d3-a264-4729-a6d0-8ee477660e4e,scenecliptest00267.avi,scenecliptest00564.avi,scenecliptest00476.avi,
5dfa07ea-8260-4184-b758-c7567d15c7b8,scenecliptest00258.avi,scenecliptest00551.avi,sceneclipautoautotrain00362.avi,
133e3c00-fa30-4323-8cbf-9a762563c30f,scenecliptest00566.avi,sceneclipautoautotrain00536.avi,,
08dfb0ab-1d6e-420e-8260-6e2738926196,sceneclipautoautotrain00304.avi,sceneclipautoautotrain00210.avi,sceneclipautoautotrain00525.avi,scenecliptest00323.avi
05d3727d-3268-4426-866a-27935884dc3c,sceneclipautoautotrain00190.avi,sceneclipautoautotrain00106.avi,,
c1d23279-b946-4d54-a34e-b59b49823ccb,scenecliptest00507.avi,scenecliptest00289.avi,,
f2697d9a-c772-4df8-84fa-849f7bce3eac,sceneclipautoautotrain00004.avi,scenecliptest00230.avi,,
f542ff0c-bda1-4ad1-a2ee-1d6d7e7fb2e3,scenecliptest00548.avi,,,
4bd1da0f-d883-41b3-b88a-d6a5d5f96014,scenecliptest00321.avi,sceneclipautoautotrain00270.avi,sceneclipautoautotrain00112.avi,
961942b7-ab3b-48d1-b112-7f5cd32ffd65,scenecliptest00297.avi,,,
ee7adbd2-afcd-470e-855c-9b5b5ac80924,sceneclipautoautotrain00221.avi,sceneclipautoautotrain00549.avi,sceneclipautoautotrain00095.avi,
5b980656-0db8-470e-b692-b52623818a2c,sceneclipautoautotrain00249.avi,scenecliptest00386.avi,,
03082c39-fa61-4a39-b029-9282ae6c9ae7,sceneclipautoautotrain00475.avi,sceneclipautoautotrain00320.avi,scenecliptest00307.avi,
e4dff625-9b8b-4804-a91c-4ccea73a51b6,scenecliptest00407.avi,,,
ebaf0dbf-983a-48f6-8f86-003719f5e6ae,sceneclipautoautotrain00047.avi,scenecliptest00494.avi,sceneclipautoautotrain00508.avi,scenecliptest00101.avi
9259a96c-0bf3-4484-a9b9-3db71cbe4873,scenecliptest00334.avi,sceneclipautoautotrain00533.avi,sceneclipautoautotrain00318.avi,
86554ce1-0fa2-4641-b8dc-43d886dce43c,sceneclipautoautotrain00335.avi,scenecliptest00387.avi,sceneclipautoautotrain00508.avi,
ab4debcb-9af5-4988-90b8-8f1c1141112a,scenecliptest00413.avi,scenecliptest00200.avi,sceneclipautoautotrain00103.avi,sceneclipautoautotrain00023.avi
f054eafa-0aa1-4241-8212-7d7993e26562,scenecliptest00382.avi,scenecliptest00082.avi,scenecliptest00535.avi,
50e2424e-25d5-444a-8619-dd085b892108,scenecliptest00455.avi,scenecliptest00036.avi,scenecliptest00204.avi,
625439d7-e5ca-46cd-9cae-cef166f81edf,sceneclipautoautotrain00530.avi,scenecliptest00468.avi,scenecliptest00220.avi,
42019e68-37f3-4911-9f2c-d3d3107615ed,scenecliptest00310.avi,sceneclipautoautotrain00431.avi,,
75b8e9f2-d2b5-470e-8252-84b3a3e3f005,sceneclipautoautotrain00016.avi,scenecliptest00326.avi,sceneclipautoautotrain00044.avi,
ee868c5e-f96a-41d2-b849-9770b46b877c,sceneclipautoautotrain00127.avi,scenecliptest00230.avi,scenecliptest00509.avi,scenecliptest00073.avi
36bb57d0-a1b2-49a5-8b87-fd34acfc1364,sceneclipautoautotrain00376.avi,sceneclipautoautotrain00560.avi,,
372abe8e-848f-4bea-b873-e60c713a4d37,sceneclipautoautotrain00003.avi,sceneclipautoautotrain00486.avi,scenecliptest00266.avi,
fd849c76-8bdd-4566-b052-b8d4f27bd9cc,scenecliptest00091.avi,sceneclipautoautotrain00482.avi,scenecliptest00184.avi,
0ba3b193-694b-481a-8e4b-18bba0aa92f5,sceneclipautoautotrain00431.avi,,,
26aed849-fa3d-4706-bec2-75319291e775,scenecliptest00554.avi,scenecliptest00019.avi,,
d949b8a7-2d3d-49ed-bd1a-2a3c473c0b55,scenecliptest00461.avi,,,
d16ee611-741e-4c7b-8b0f-e4644e768e18,scenecliptest00373.avi,scenecliptest00033.avi,,
